Learning Rate: 0.01, Max Iterations: 100, Num Hidden Layers: 2,,,,,,,
Iteration,Set 1 Testing Logistic Accuracy,Set 1 Testing TanH Accuracy,Set 1 Testing ReLu Accuracy,Logistic Loss,TanH Loss,ReLu Loss,Set 1 Training Logistic Accuracy,Set 1 Training TanH Accuracy,set 1 Training ReLu Accuracy
75,0.791666667,0.75,0.75,0.479630611,0.515138392,0.546974225,0.82007722,0.781467181,0.790733591
76,0.791666667,0.752314815,0.75,0.475818244,0.509798876,0.54307426,0.818532819,0.781467181,0.78996139
77,0.793981481,0.75,0.747685185,0.472003928,0.508950207,0.543354807,0.821621622,0.782239382,0.791505792
78,0.791666667,0.75,0.756944444,0.467822743,0.509106427,0.541152725,0.818532819,0.781467181,0.793050193
79,0.798611111,0.752314815,0.747685185,0.46499451,0.508347992,0.540224749,0.821621622,0.77992278,0.789189189
80,0.798611111,0.75462963,0.759259259,0.460057073,0.506300039,0.538262848,0.820849421,0.77992278,0.790733591
81,0.796296296,0.75462963,0.74537037,0.456496625,0.506264442,0.536587103,0.823166023,0.782239382,0.785328185
82,0.796296296,0.752314815,0.75462963,0.452490773,0.505541126,0.53983542,0.823166023,0.783783784,0.78996139
83,0.800925926,0.752314815,0.766203704,0.448768186,0.509876324,0.537606348,0.826254826,0.783783784,0.790733591
84,0.803240741,0.756944444,0.747685185,0.446478744,0.503605583,0.534508212,0.826254826,0.780694981,0.790733591
85,0.800925926,0.759259259,0.761574074,0.440880411,0.50140057,0.534118433,0.824710425,0.783011583,0.78996139
86,0.803240741,0.756944444,0.74537037,0.43782718,0.499923265,0.532803676,0.827027027,0.781467181,0.789189189
87,0.803240741,0.761574074,0.768518519,0.433823182,0.499448157,0.535894787,0.827027027,0.783783784,0.788416988
88,0.803240741,0.75,0.75462963,0.43050641,0.496845301,0.532645146,0.829343629,0.780694981,0.790733591
89,0.805555556,0.763888889,0.75462963,0.43062472,0.498403496,0.530759165,0.824710425,0.786100386,0.78996139
90,0.805555556,0.761574074,0.763888889,0.42490267,0.496265331,0.528973962,0.829343629,0.787644788,0.790733591
91,0.80787037,0.768518519,0.74537037,0.420620258,0.500247913,0.528323405,0.833204633,0.77992278,0.788416988
92,0.80787037,0.747685185,0.768518519,0.417870735,0.496409319,0.527827876,0.827027027,0.781467181,0.790733591
93,0.814814815,0.763888889,0.75462963,0.413980873,0.499414658,0.526759995,0.836293436,0.781467181,0.789189189
94,0.80787037,0.759259259,0.75,0.410686106,0.49631173,0.526562723,0.832432432,0.786100386,0.788416988
95,0.814814815,0.763888889,0.770833333,0.407533757,0.493436986,0.526506187,0.838610039,0.780694981,0.78996139
96,0.8125,0.759259259,0.743055556,0.402524164,0.497919579,0.527526611,0.833976834,0.783783784,0.788416988
97,0.814814815,0.759259259,0.766203704,0.400280131,0.492574399,0.522844819,0.842471042,0.787644788,0.789189189
98,0.814814815,0.766203704,0.752314815,0.396698345,0.493393595,0.52281382,0.844787645,0.781467181,0.788416988
99,0.814814815,0.756944444,0.759259259,0.392135027,0.491290226,0.521329729,0.837065637,0.786100386,0.792277992
100,0.821759259,0.756944444,0.756944444,0.389983124,0.489862827,0.521297226,0.850965251,0.785328185,0.790733591
101,0.821759259,0.761574074,0.75462963,0.388828766,0.488400505,0.519326166,0.849420849,0.783011583,0.790733591
102,0.814814815,0.763888889,0.752314815,0.383190715,0.487741585,0.519045412,0.844015444,0.782239382,0.788416988
103,0.824074074,0.763888889,0.773148148,0.379888146,0.486862187,0.517977714,0.854826255,0.784555985,0.788416988
104,0.824074074,0.759259259,0.74537037,0.377022665,0.488968311,0.517957156,0.852509653,0.786100386,0.786100386
105,0.835648148,0.761574074,0.770833333,0.373302193,0.485061829,0.521150309,0.862548263,0.787644788,0.78996139
106,0.831018519,0.768518519,0.75,0.370639032,0.486027248,0.518739911,0.855598456,0.782239382,0.789189189
107,0.831018519,0.759259259,0.773148148,0.367520467,0.484951394,0.514487593,0.86023166,0.786872587,0.789189189
108,0.828703704,0.766203704,0.756944444,0.364354675,0.484338495,0.516780904,0.863320463,0.785328185,0.788416988
109,0.831018519,0.763888889,0.770833333,0.362223102,0.483769168,0.514143501,0.861776062,0.786100386,0.789189189
110,0.833333333,0.768518519,0.747685185,0.359370282,0.482876971,0.513639224,0.863320463,0.785328185,0.789189189
111,0.835648148,0.743055556,0.768518519,0.356241868,0.484774595,0.51595988,0.863320463,0.787644788,0.788416988
112,0.835648148,0.775462963,0.747685185,0.354855184,0.488953589,0.511316122,0.861003861,0.782239382,0.789189189
113,0.833333333,0.747685185,0.75462963,0.35228785,0.487155335,0.513363876,0.863320463,0.786872587,0.791505792
114,0.831018519,0.768518519,0.756944444,0.354267446,0.48396815,0.511661387,0.862548263,0.782239382,0.789189189
115,0.847222222,0.763888889,0.768518519,0.346753596,0.483980155,0.511573025,0.863320463,0.786100386,0.78996139
116,0.833333333,0.766203704,0.752314815,0.34395508,0.481477762,0.511355211,0.865637066,0.786100386,0.788416988
117,0.851851852,0.768518519,0.75462963,0.34380958,0.480812654,0.511486683,0.867953668,0.785328185,0.792277992
118,0.847222222,0.759259259,0.770833333,0.339682255,0.480185401,0.510469851,0.87027027,0.786872587,0.78996139
119,0.840277778,0.766203704,0.75462963,0.33744781,0.482188401,0.510076938,0.868725869,0.783783784,0.792277992
120,0.847222222,0.766203704,0.775462963,0.335861962,0.479808626,0.508239323,0.867953668,0.786872587,0.789189189
121,0.849537037,0.75,0.747685185,0.334877212,0.482586567,0.511871987,0.871042471,0.789189189,0.790733591
122,0.831018519,0.773148148,0.773148148,0.330926803,0.487719822,0.507697851,0.871042471,0.784555985,0.789189189
123,0.849537037,0.766203704,0.733796296,0.330287363,0.480544879,0.516943063,0.871042471,0.786100386,0.781467181
124,0.847222222,0.761574074,0.782407407,0.328517041,0.479846155,0.521712628,0.872586873,0.787644788,0.787644788
125,0.847222222,0.768518519,0.747685185,0.325624694,0.478139772,0.516271106,0.871042471,0.786100386,0.788416988
126,0.844907407,0.766203704,0.770833333,0.324799065,0.477195676,0.506956541,0.871814672,0.786100386,0.791505792
127,0.858796296,0.766203704,0.756944444,0.323719921,0.477700099,0.505527547,0.877220077,0.785328185,0.791505792
128,0.840277778,0.768518519,0.770833333,0.321122004,0.476392377,0.503539865,0.872586873,0.786100386,0.78996139
129,0.854166667,0.770833333,0.759259259,0.321231404,0.476835374,0.504789316,0.873359073,0.785328185,0.793050193
130,0.837962963,0.768518519,0.747685185,0.320925158,0.475671567,0.50809552,0.877220077,0.786872587,0.78996139
131,0.861111111,0.768518519,0.773148148,0.318942913,0.474933869,0.510415062,0.874131274,0.786872587,0.793050193
132,0.842592593,0.766203704,0.747685185,0.316865613,0.47478665,0.516985864,0.877992278,0.786100386,0.790733591
133,0.858796296,0.759259259,0.761574074,0.312699689,0.475835481,0.50414935,0.877992278,0.787644788,0.78996139
134,0.856481481,0.768518519,0.75462963,0.311895318,0.474874486,0.502907226,0.876447876,0.785328185,0.792277992
135,0.854166667,0.768518519,0.770833333,0.310431394,0.474396854,0.503880151,0.877220077,0.785328185,0.790733591
136,0.858796296,0.768518519,0.761574074,0.309059468,0.47363446,0.501691772,0.877992278,0.785328185,0.793822394
137,0.844907407,0.768518519,0.759259259,0.307959974,0.474104791,0.506610206,0.87953668,0.786100386,0.78996139
138,0.858796296,0.766203704,0.759259259,0.306139668,0.47537539,0.500804608,0.878764479,0.786100386,0.792277992
139,0.854166667,0.759259259,0.752314815,0.306579319,0.474195407,0.500115905,0.87953668,0.786872587,0.792277992
140,0.858796296,0.773148148,0.759259259,0.304125935,0.473830388,0.499575249,0.88030888,0.787644788,0.793822394
141,0.858796296,0.75462963,0.770833333,0.302057035,0.47493545,0.503129684,0.884169884,0.788416988,0.790733591
142,0.851851852,0.763888889,0.759259259,0.302861637,0.475451702,0.504661152,0.884169884,0.786100386,0.792277992
143,0.858796296,0.766203704,0.759259259,0.302017949,0.471254224,0.498274882,0.88030888,0.786872587,0.796138996
144,0.858796296,0.768518519,0.761574074,0.299463631,0.472806609,0.498578643,0.884169884,0.786872587,0.795366795
145,0.858796296,0.770833333,0.752314815,0.297830179,0.471879985,0.498386095,0.885714286,0.784555985,0.791505792
146,0.858796296,0.75462963,0.773148148,0.298676289,0.472513556,0.506806628,0.881853282,0.788416988,0.795366795
147,0.856481481,0.780092593,0.759259259,0.296219933,0.47499041,0.516901088,0.883397683,0.783783784,0.793822394
148,0.854166667,0.763888889,0.759259259,0.295483357,0.472943505,0.528213586,0.885714286,0.787644788,0.795366795
149,0.858796296,0.759259259,0.775462963,0.294531723,0.473156746,0.506996433,0.884169884,0.78996139,0.794594595
150,0.858796296,0.773148148,0.75462963,0.293197319,0.474221205,0.501410202,0.883397683,0.788416988,0.793050193
151,0.847222222,0.75,0.777777778,0.2916467,0.47204232,0.497937496,0.885714286,0.789189189,0.794594595
152,0.861111111,0.775462963,0.756944444,0.291687696,0.475681874,0.494919207,0.888030888,0.784555985,0.794594595
153,0.861111111,0.770833333,0.777777778,0.291102725,0.472423908,0.494282218,0.884169884,0.786872587,0.796138996
154,0.851851852,0.768518519,0.75462963,0.289715285,0.470078683,0.495323358,0.884942085,0.786100386,0.796138996
155,0.856481481,0.766203704,0.777777778,0.290356275,0.470315845,0.494274503,0.887258687,0.786872587,0.794594595
156,0.858796296,0.766203704,0.763888889,0.288825417,0.468975918,0.49718016,0.885714286,0.784555985,0.793050193
157,0.861111111,0.756944444,0.759259259,0.290620966,0.472354171,0.492170966,0.888030888,0.788416988,0.795366795
158,0.851851852,0.768518519,0.768518519,0.291893161,0.472168567,0.493133512,0.885714286,0.786100386,0.791505792
159,0.863425926,0.766203704,0.756944444,0.286440388,0.468594499,0.493740577,0.885714286,0.786872587,0.795366795
160,0.842592593,0.763888889,0.775462963,0.283013671,0.468543318,0.492436756,0.888030888,0.786100386,0.794594595
161,0.863425926,0.770833333,0.759259259,0.283934631,0.467553883,0.495445336,0.891119691,0.787644788,0.798455598
162,0.858796296,0.752314815,0.775462963,0.283293699,0.470484739,0.490923093,0.887258687,0.791505792,0.798455598
163,0.851851852,0.784722222,0.756944444,0.283023251,0.475101374,0.492093375,0.888803089,0.795366795,0.794594595
164,0.865740741,0.740740741,0.775462963,0.282073926,0.477317639,0.493055991,0.891891892,0.786100386,0.796138996
165,0.854166667,0.782407407,0.763888889,0.281082136,0.473723459,0.49285406,0.885714286,0.790733591,0.795366795
166,0.861111111,0.752314815,0.756944444,0.280554125,0.473028098,0.489882612,0.891119691,0.793050193,0.795366795
167,0.851851852,0.770833333,0.775462963,0.277835336,0.472728191,0.48981207,0.888030888,0.791505792,0.794594595
168,0.863425926,0.766203704,0.759259259,0.277507915,0.469349104,0.489026217,0.891119691,0.78996139,0.798455598
169,0.856481481,0.756944444,0.775462963,0.276895099,0.47006415,0.489016719,0.891891892,0.793050193,0.796911197
170,0.856481481,0.775462963,0.763888889,0.276217161,0.472162618,0.488692288,0.89034749,0.793822394,0.798455598
171,0.863425926,0.761574074,0.766203704,0.275297197,0.46672716,0.489508193,0.893436293,0.797683398,0.793822394
172,0.856481481,0.766203704,0.763888889,0.274631121,0.469133138,0.489189354,0.892664093,0.797683398,0.794594595
173,0.863425926,0.773148148,0.75462963,0.273933137,0.465687198,0.488265128,0.893436293,0.799227799,0.796911197
174,0.856481481,0.770833333,0.775462963,0.276644882,0.467542773,0.490657405,0.891119691,0.798455598,0.796911197
175,0.863425926,0.766203704,0.756944444,0.272744589,0.466622611,0.490728298,0.897297297,0.796911197,0.799227799
176,0.858796296,0.782407407,0.775462963,0.272014346,0.471321899,0.489042858,0.895752896,0.794594595,0.798455598
177,0.868055556,0.75462963,0.766203704,0.270564079,0.474866965,0.486639688,0.893436293,0.791505792,0.798455598
178,0.861111111,0.773148148,0.777777778,0.270873265,0.467316771,0.487935359,0.894980695,0.795366795,0.8
179,0.858796296,0.775462963,0.763888889,0.269634911,0.468634503,0.487142009,0.896525097,0.794594595,0.8
180,0.861111111,0.766203704,0.775462963,0.269978665,0.466146818,0.486391536,0.898841699,0.794594595,0.797683398
181,0.865740741,0.787037037,0.759259259,0.268668203,0.469684979,0.485459964,0.897297297,0.793822394,0.798455598
182,0.863425926,0.766203704,0.766203704,0.267714516,0.467900521,0.485816545,0.896525097,0.796911197,0.799227799
183,0.861111111,0.768518519,0.766203704,0.266195883,0.466015249,0.486371332,0.901930502,0.798455598,0.800772201
184,0.858796296,0.780092593,0.775462963,0.266084951,0.465878423,0.494009951,0.896525097,0.801544402,0.802316602
185,0.858796296,0.766203704,0.766203704,0.26510749,0.463660485,0.491369689,0.896525097,0.799227799,0.8
186,0.861111111,0.777777778,0.759259259,0.264656549,0.463618423,0.490034548,0.8996139,0.803088803,0.795366795
187,0.861111111,0.75,0.775462963,0.264627648,0.466752494,0.487117488,0.901930502,0.797683398,0.797683398
188,0.861111111,0.789351852,0.759259259,0.263742125,0.470070047,0.484751568,0.896525097,0.803861004,0.796911197
189,0.863425926,0.763888889,0.773148148,0.265282752,0.472140466,0.486328825,0.9003861,0.798455598,0.798455598
190,0.861111111,0.777777778,0.759259259,0.268715471,0.463919865,0.485686868,0.8996139,0.802316602,0.800772201
191,0.87037037,0.766203704,0.775462963,0.264739501,0.463347849,0.484483554,0.898069498,0.8,0.801544402
192,0.854166667,0.773148148,0.756944444,0.262470504,0.465597528,0.48431394,0.898841699,0.800772201,0.798455598
193,0.872685185,0.780092593,0.775462963,0.260569701,0.465108541,0.484494598,0.9003861,0.801544402,0.797683398
194,0.861111111,0.759259259,0.761574074,0.26035007,0.465133438,0.483267328,0.9003861,0.802316602,0.801544402
195,0.872685185,0.789351852,0.780092593,0.260502437,0.466347483,0.484936704,0.898841699,0.801544402,0.799227799
196,0.865740741,0.777777778,0.759259259,0.261648765,0.468578811,0.483865686,0.897297297,0.8,0.799227799
197,0.858796296,0.761574074,0.782407407,0.25978356,0.468890067,0.483822694,0.905019305,0.799227799,0.803088803
198,0.872685185,0.789351852,0.759259259,0.258841647,0.466316641,0.487556982,0.9003861,0.801544402,0.796138996
199,0.856481481,0.773148148,0.775462963,0.257388424,0.462358175,0.486147439,0.901158301,0.802316602,0.801544402
Learning Rate: 0.1, Max Iterations: 100, Num Hidden Layers: 2,,,,,,,
Iteration,Set 5 Testing Logistic Accuracy,Set 5 Testing TanH Accuracy,Set 5 Testing ReLu Accuracy,Logistic Loss,TanH Loss,ReLu Loss,Set 5 Training Logistic Accuracy,Set 5 Training TanH Accuracy,set 5 Training ReLu Accuracy
0,0.69212963,0.69212963,0.69212963,0.984607787,1.03288762,1.638581234,0.702702703,0.702702703,0.702702703
1,0.69212963,0.69212963,0.69212963,0.853787918,0.890240595,0.918928336,0.702702703,0.702702703,0.702702703
2,0.69212963,0.69212963,0.69212963,0.867579516,0.891411507,0.852112005,0.702702703,0.702702703,0.702702703
3,0.69212963,0.69212963,0.69212963,0.851688756,0.859138492,0.854885449,0.702702703,0.702702703,0.702702703
4,0.69212963,0.69212963,0.69212963,0.839808277,0.851639109,0.849255155,0.702702703,0.702702703,0.702702703
5,0.69212963,0.69212963,0.69212963,0.842944594,0.840586452,0.846813714,0.702702703,0.702702703,0.702702703
6,0.69212963,0.69212963,0.69212963,0.840620697,0.841052733,0.844296489,0.702702703,0.702702703,0.702702703
7,0.69212963,0.69212963,0.69212963,0.839909954,0.843265619,0.840509606,0.702702703,0.702702703,0.702702703
8,0.69212963,0.69212963,0.69212963,0.839596655,0.83931321,0.839365435,0.702702703,0.702702703,0.702702703
9,0.69212963,0.69212963,0.69212963,0.838829598,0.839213129,0.8392402,0.702702703,0.702702703,0.702702703
10,0.69212963,0.69212963,0.69212963,0.839005739,0.839677409,0.839185741,0.702702703,0.702702703,0.702702703
11,0.69212963,0.69212963,0.69212963,0.839644069,0.840757082,0.839371728,0.702702703,0.702702703,0.702702703
12,0.69212963,0.69212963,0.69212963,0.839491689,0.845144706,0.838840589,0.702702703,0.702702703,0.702702703
13,0.69212963,0.69212963,0.69212963,0.839361031,0.839844032,0.83906234,0.702702703,0.702702703,0.702702703
14,0.69212963,0.69212963,0.69212963,0.839151055,0.839551298,0.838527587,0.702702703,0.702702703,0.702702703
15,0.69212963,0.69212963,0.69212963,0.838850479,0.839501554,0.838791393,0.702702703,0.702702703,0.702702703
16,0.69212963,0.69212963,0.69212963,0.83875541,0.84079175,0.838509387,0.702702703,0.702702703,0.702702703
17,0.69212963,0.69212963,0.69212963,0.839194278,0.838681007,0.838707545,0.702702703,0.702702703,0.702702703
18,0.69212963,0.69212963,0.69212963,0.840408676,0.840144846,0.838834661,0.702702703,0.702702703,0.702702703
19,0.69212963,0.69212963,0.69212963,0.841296666,0.841185892,0.838725602,0.702702703,0.702702703,0.702702703
20,0.69212963,0.69212963,0.69212963,0.847434069,0.840039126,0.839116185,0.702702703,0.702702703,0.702702703
21,0.69212963,0.69212963,0.69212963,0.844695713,0.841237231,0.840687342,0.702702703,0.702702703,0.702702703
22,0.69212963,0.69212963,0.69212963,0.842259827,0.842977451,0.839025048,0.702702703,0.702702703,0.702702703
23,0.69212963,0.69212963,0.69212963,0.840662929,0.841000694,0.839614295,0.702702703,0.702702703,0.702702703
24,0.69212963,0.69212963,0.69212963,0.840080796,0.840082367,0.838560391,0.702702703,0.702702703,0.702702703
25,0.69212963,0.69212963,0.69212963,0.84029492,0.83871591,0.83853482,0.702702703,0.702702703,0.702702703
26,0.69212963,0.69212963,0.69212963,0.838706819,0.842318494,0.838670083,0.702702703,0.702702703,0.702702703
27,0.69212963,0.69212963,0.69212963,0.839405785,0.843745585,0.838624125,0.702702703,0.702702703,0.702702703
28,0.69212963,0.69212963,0.69212963,0.839988918,0.84555772,0.838702823,0.702702703,0.702702703,0.702702703
29,0.69212963,0.69212963,0.69212963,0.839121177,0.839889529,0.838832923,0.702702703,0.702702703,0.702702703
30,0.69212963,0.69212963,0.69212963,0.839359521,0.843142529,0.838393577,0.702702703,0.702702703,0.702702703
31,0.69212963,0.69212963,0.69212963,0.838883997,0.840332935,0.838877373,0.702702703,0.702702703,0.702702703
32,0.69212963,0.69212963,0.69212963,0.838509497,0.841078853,0.839346873,0.702702703,0.702702703,0.702702703
33,0.69212963,0.69212963,0.69212963,0.842000843,0.840878864,0.838708861,0.702702703,0.702702703,0.702702703
34,0.69212963,0.69212963,0.69212963,0.839858096,0.843512641,0.838742286,0.702702703,0.702702703,0.702702703
35,0.69212963,0.69212963,0.69212963,0.839224857,0.839969839,0.838786717,0.702702703,0.702702703,0.702702703
36,0.69212963,0.69212963,0.69212963,0.839522378,0.839450634,0.839257834,0.702702703,0.702702703,0.702702703
37,0.69212963,0.69212963,0.69212963,0.841824287,0.840326634,0.839062346,0.702702703,0.702702703,0.702702703
38,0.69212963,0.69212963,0.69212963,0.840176334,0.839412341,0.84003101,0.702702703,0.702702703,0.702702703
39,0.69212963,0.69212963,0.69212963,0.840069431,0.839047627,0.839012197,0.702702703,0.702702703,0.702702703
40,0.69212963,0.69212963,0.69212963,0.839882467,0.841554405,0.838604123,0.702702703,0.702702703,0.702702703
41,0.69212963,0.69212963,0.69212963,0.84200676,0.843321023,0.840044812,0.702702703,0.702702703,0.702702703
42,0.69212963,0.69212963,0.69212963,0.844850695,0.846056449,0.838752083,0.702702703,0.702702703,0.702702703
43,0.69212963,0.69212963,0.69212963,0.851468632,0.842500672,0.838679836,0.702702703,0.702702703,0.702702703
44,0.69212963,0.69212963,0.69212963,0.84520383,0.841332069,0.839419474,0.702702703,0.702702703,0.702702703
45,0.69212963,0.69212963,0.69212963,0.842551956,0.83965895,0.839275197,0.702702703,0.702702703,0.702702703
46,0.69212963,0.69212963,0.69212963,0.838031551,0.84178045,0.838257137,0.702702703,0.702702703,0.702702703
47,0.69212963,0.69212963,0.69212963,0.840816699,0.841670093,0.839299738,0.702702703,0.702702703,0.702702703
48,0.69212963,0.69212963,0.69212963,0.845676798,0.840639934,0.838688973,0.702702703,0.702702703,0.702702703
49,0.69212963,0.69212963,0.69212963,0.848182156,0.842374664,0.838907413,0.702702703,0.702702703,0.702702703
50,0.69212963,0.69212963,0.69212963,0.840936062,0.839313072,0.839351745,0.702702703,0.702702703,0.702702703
51,0.69212963,0.69212963,0.69212963,0.840382819,0.843281277,0.838276966,0.702702703,0.702702703,0.702702703
52,0.69212963,0.69212963,0.69212963,0.839803776,0.84597765,0.83936859,0.702702703,0.702702703,0.702702703
53,0.69212963,0.69212963,0.69212963,0.839247842,0.843851752,0.839227269,0.702702703,0.702702703,0.702702703
54,0.69212963,0.69212963,0.69212963,0.838829608,0.840564704,0.839416359,0.702702703,0.702702703,0.702702703
55,0.69212963,0.69212963,0.69212963,0.839605066,0.840941905,0.839167117,0.702702703,0.702702703,0.702702703
56,0.69212963,0.69212963,0.69212963,0.839808477,0.840678094,0.838900333,0.702702703,0.702702703,0.702702703
57,0.69212963,0.69212963,0.69212963,0.839994618,0.841473633,0.839827733,0.702702703,0.702702703,0.702702703
58,0.69212963,0.69212963,0.69212963,0.841963532,0.849614123,0.838861956,0.702702703,0.702702703,0.702702703
59,0.69212963,0.69212963,0.69212963,0.8437381,0.841623659,0.839048816,0.702702703,0.702702703,0.702702703
60,0.69212963,0.69212963,0.69212963,0.848981493,0.844230445,0.838332931,0.702702703,0.702702703,0.702702703
61,0.69212963,0.69212963,0.69212963,0.846000838,0.842326281,0.839502429,0.702702703,0.702702703,0.702702703
62,0.69212963,0.69212963,0.69212963,0.840748339,0.840446755,0.838822489,0.702702703,0.702702703,0.702702703
63,0.69212963,0.69212963,0.69212963,0.839147847,0.839995616,0.838997163,0.702702703,0.702702703,0.702702703
64,0.69212963,0.69212963,0.69212963,0.841163876,0.841028189,0.840623984,0.702702703,0.702702703,0.702702703
65,0.69212963,0.69212963,0.69212963,0.841877941,0.84666412,0.838969976,0.702702703,0.702702703,0.702702703
66,0.69212963,0.69212963,0.69212963,0.841138704,0.856550346,0.838804708,0.702702703,0.702702703,0.702702703
67,0.69212963,0.69212963,0.69212963,0.839828853,0.85353582,0.838783576,0.702702703,0.702702703,0.702702703
68,0.69212963,0.69212963,0.69212963,0.840786391,0.84323614,0.838862722,0.702702703,0.702702703,0.702702703
69,0.69212963,0.69212963,0.69212963,0.83943789,0.849610632,0.838578446,0.702702703,0.702702703,0.702702703
70,0.69212963,0.69212963,0.69212963,0.839837879,0.842426282,0.839267228,0.702702703,0.702702703,0.702702703
71,0.69212963,0.69212963,0.69212963,0.839452,0.843575808,0.838937249,0.702702703,0.702702703,0.702702703
72,0.69212963,0.69212963,0.69212963,0.839935268,0.843201557,0.838774452,0.702702703,0.702702703,0.702702703
73,0.69212963,0.69212963,0.69212963,0.83945269,0.840709916,0.840431602,0.702702703,0.702702703,0.702702703
74,0.69212963,0.69212963,0.69212963,0.839517779,0.841850124,0.839790318,0.702702703,0.702702703,0.702702703
75,0.69212963,0.69212963,0.69212963,0.841067686,0.841732045,0.839380167,0.702702703,0.702702703,0.702702703
76,0.69212963,0.69212963,0.69212963,0.839370272,0.839879153,0.83924105,0.702702703,0.702702703,0.702702703
77,0.69212963,0.69212963,0.69212963,0.840569146,0.840103052,0.839722416,0.702702703,0.702702703,0.702702703
78,0.69212963,0.69212963,0.69212963,0.839204392,0.840477309,0.838675362,0.702702703,0.702702703,0.702702703
79,0.69212963,0.69212963,0.69212963,0.839656604,0.839232539,0.838863137,0.702702703,0.702702703,0.702702703
80,0.69212963,0.69212963,0.69212963,0.84240097,0.83993298,0.839097898,0.702702703,0.702702703,0.702702703
81,0.69212963,0.69212963,0.69212963,0.84351056,0.839973592,0.838970079,0.702702703,0.702702703,0.702702703
82,0.69212963,0.69212963,0.69212963,0.841895406,0.83940563,0.838662792,0.702702703,0.702702703,0.702702703
83,0.69212963,0.69212963,0.69212963,0.84258343,0.844125053,0.838791944,0.702702703,0.702702703,0.702702703
84,0.69212963,0.69212963,0.69212963,0.839622346,0.843143562,0.838771381,0.702702703,0.702702703,0.702702703
85,0.69212963,0.69212963,0.69212963,0.839781722,0.840379767,0.839008437,0.702702703,0.702702703,0.702702703
86,0.69212963,0.69212963,0.69212963,0.84419107,0.840918572,0.839012565,0.702702703,0.702702703,0.702702703
87,0.69212963,0.69212963,0.69212963,0.847234034,0.838262988,0.838706067,0.702702703,0.702702703,0.702702703
88,0.69212963,0.69212963,0.69212963,0.838668236,0.841861994,0.839260027,0.702702703,0.702702703,0.702702703
89,0.69212963,0.69212963,0.69212963,0.84252421,0.839864252,0.839146544,0.702702703,0.702702703,0.702702703
90,0.69212963,0.69212963,0.69212963,0.840593738,0.845413443,0.840119725,0.702702703,0.702702703,0.702702703
91,0.69212963,0.69212963,0.69212963,0.841380142,0.841533377,0.839829824,0.702702703,0.702702703,0.702702703
92,0.69212963,0.69212963,0.69212963,0.839259206,0.841345409,0.839443291,0.702702703,0.702702703,0.702702703
93,0.69212963,0.69212963,0.69212963,0.839734878,0.841132422,0.838566478,0.702702703,0.702702703,0.702702703
94,0.69212963,0.69212963,0.69212963,0.840069228,0.842393619,0.838968016,0.702702703,0.702702703,0.702702703
95,0.69212963,0.69212963,0.69212963,0.84003309,0.840544683,0.838873072,0.702702703,0.702702703,0.702702703
96,0.69212963,0.69212963,0.69212963,0.839818624,0.839763288,0.839286485,0.702702703,0.702702703,0.702702703
97,0.69212963,0.69212963,0.69212963,0.842033548,0.840829063,0.839605065,0.702702703,0.702702703,0.702702703
98,0.69212963,0.69212963,0.69212963,0.839605094,0.840603892,0.839454228,0.702702703,0.702702703,0.702702703
99,0.69212963,0.69212963,0.69212963,0.839540833,0.839814622,0.839365045,0.702702703,0.702702703,0.702702703
Learning Rate: 0.1, Max Iterations: 100, Num Hidden Layers: 3,,,,,,,
Iteration,Set 6 Testing Logistic Accuracy,Set 6 Testing TanH Accuracy,Set 6 Testing ReLu Accuracy,Logistic Loss,TanH Loss,ReLu Loss,Set 6 Training Logistic Accuracy,Set 6 Training TanH Accuracy,set 6 Training ReLu Accuracy
0,0.715277778,0.550925926,0.715277778,0.984059236,0.991970933,1.118126657,0.694980695,0.568339768,0.694980695
1,0.715277778,0.715277778,0.715277778,0.881776392,0.776137808,0.864372219,0.694980695,0.694980695,0.694980695
2,0.715277778,0.715277778,0.715277778,0.861357519,0.719224848,0.838289765,0.694980695,0.694980695,0.694980695
3,0.715277778,0.722222222,0.715277778,0.814406766,0.667146729,0.822776253,0.694980695,0.72046332,0.694980695
4,0.74537037,0.726851852,0.715277778,0.715201979,0.644858027,0.778570715,0.713513514,0.722007722,0.694980695
5,0.75,0.724537037,0.715277778,0.64979707,0.634552641,0.741686771,0.738996139,0.72046332,0.694980695
6,0.761574074,0.763888889,0.715277778,0.608431688,0.612009775,0.699493312,0.749034749,0.744401544,0.694980695
7,0.780092593,0.752314815,0.715277778,0.589630858,0.609905122,0.659731703,0.779150579,0.744401544,0.694980695
8,0.789351852,0.75462963,0.719907407,0.555739471,0.611220329,0.640674503,0.777606178,0.733590734,0.71969112
9,0.800925926,0.756944444,0.736111111,0.526508642,0.594742338,0.616822434,0.785328185,0.757528958,0.723552124
10,0.791666667,0.752314815,0.740740741,0.49708217,0.574364033,0.61190105,0.793050193,0.745945946,0.723552124
11,0.805555556,0.773148148,0.743055556,0.476254104,0.570456602,0.60186584,0.81003861,0.756756757,0.718918919
12,0.80787037,0.75462963,0.747685185,0.454175904,0.56732998,0.591032909,0.825482625,0.756756757,0.738223938
13,0.8125,0.763888889,0.747685185,0.434626489,0.563803552,0.584993906,0.808494208,0.764478764,0.725868726
14,0.787037037,0.773148148,0.74537037,0.439291309,0.547641935,0.577799149,0.793822394,0.769111969,0.736679537
15,0.824074074,0.756944444,0.743055556,0.43834299,0.550299292,0.569740051,0.827027027,0.75984556,0.736679537
